"","year","FIPS","state","killed_males","killed_females","killed_race_A","killed_race_B","killed_race_H","killed_race_N","killed_race_O","killed_race_W","killed_race_NA","killed_armed_blank","killed_armed_undetermined","killed_armed_yes","killed_armed_no","killed_signs_of_mental_illness_yes","killed_signs_of_mental_illness_no","killed_threat_level_attack","killed_threat_level_other","killed_threat_level_undetermined","killed_flee_blank","killed_flee_car","killed_flee_foot","killed_flee_other","killed_flee_no","body_camera_yes","body_camera_no","shootings_total"
"1355","2017","42125","PA",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"1356","2017","42133","PA",2,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,0,1,0,0,0,0,2,0,2,2
"1357","2017","44007","RI",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
"1358","2017","45007","SC",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
"1359","2017","45019","SC",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
"1360","2017","45033","SC",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1361","2017","45045","SC",4,0,0,0,0,0,0,4,0,0,0,4,0,1,3,3,1,0,0,1,0,0,3,0,4,4
"1362","2017","45051","SC",2,0,0,1,0,0,0,1,0,1,0,1,0,1,1,2,0,0,0,1,0,0,1,0,2,2
"1363","2017","45053","SC",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1364","2017","45063","SC",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
"1365","2017","45091","SC",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
"1366","2017","46071","SD",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1367","2017","46103","SD",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,2,0,0,0,0,0,0,2,0,2,2
"1368","2017","47001","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1369","2017","47011","TN",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"1370","2017","47019","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
"1371","2017","47029","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1372","2017","47033","TN",1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"1373","2017","47037","TN",2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,1,0,1,0,2,2
"1374","2017","47047","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1375","2017","47065","TN",3,0,0,0,0,0,0,3,0,0,0,3,0,1,2,2,1,0,0,2,0,0,1,0,3,3
"1376","2017","47077","TN",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"1377","2017","47081","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"1378","2017","47093","TN",2,0,0,0,0,0,0,2,0,1,0,1,0,0,2,2,0,0,0,1,0,0,1,0,2,2
"1379","2017","47101","TN",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1380","2017","47115","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1381","2017","47117","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1382","2017","47119","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"1383","2017","47125","TN",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"1384","2017","47133","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1385","2017","47151","TN",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"1386","2017","47157","TN",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1387","2017","47177","TN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1388","2017","47183","TN",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
"1389","2017","47187","TN",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,1,0,0,1,0,2,2
"1390","2017","48005","TX",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"1391","2017","48027","TX",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1392","2017","48029","TX",5,1,0,0,3,0,0,3,0,0,0,5,1,0,6,3,3,0,1,0,1,0,4,1,5,6
"1393","2017","48039","TX",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1394","2017","48061","TX",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1395","2017","48065","TX",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1396","2017","48085","TX",3,0,0,1,1,0,0,1,0,1,0,2,0,0,3,3,0,0,0,1,0,0,2,0,3,3
"1397","2017","48113","TX",5,2,0,2,1,0,0,4,0,0,0,4,3,1,6,3,3,1,0,1,0,0,6,3,4,7
"1398","2017","48121","TX",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1399","2017","48133","TX",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"1400","2017","48139","TX",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1401","2017","48141","TX",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
"1402","2017","48147","TX",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"1403","2017","48155","TX",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
"1404","2017","48157","TX",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1405","2017","48167","TX",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1406","2017","48177","TX",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
"1407","2017","48201","TX",10,2,0,3,4,0,0,1,4,1,0,11,0,2,10,7,5,0,0,3,3,0,6,2,10,12
"1408","2017","48209","TX",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1409","2017","48215","TX",2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,1,0,1,0,2,2
"1410","2017","48233","TX",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1411","2017","48257","TX",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
"1412","2017","48309","TX",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1413","2017","48339","TX",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"1414","2017","48355","TX",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
"1415","2017","48371","TX",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1416","2017","48375","TX",2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,1,0,1,0,2,2
"1417","2017","48397","TX",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1418","2017","48439","TX",5,1,0,2,2,0,0,2,0,1,0,5,0,2,4,5,1,0,1,1,1,0,3,1,5,6
"1419","2017","48441","TX",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1420","2017","48453","TX",3,1,0,2,1,0,0,1,0,0,0,4,0,2,2,2,2,0,0,1,2,0,1,0,4,4
"1421","2017","48459","TX",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"1422","2017","48479","TX",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1423","2017","48485","TX",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"1424","2017","49011","UT",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
"1425","2017","49035","UT",3,0,0,1,1,0,0,1,0,0,0,3,0,0,3,1,2,0,0,1,1,0,1,1,2,3
"1426","2017","49045","UT",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1427","2017","49057","UT",2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,2,0,2
"1428","2017","50021","VT",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1429","2017","51013","VA",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1430","2017","51033","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1431","2017","51041","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1432","2017","51047","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1433","2017","51059","VA",2,0,1,0,0,0,0,1,0,0,0,1,1,0,2,1,0,1,0,1,0,0,1,0,2,2
"1434","2017","51071","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1435","2017","51077","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1436","2017","51089","VA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1437","2017","51153","VA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1438","2017","51155","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1439","2017","51163","VA",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1440","2017","51191","VA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"1441","2017","51510","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1442","2017","51540","VA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1443","2017","51650","VA",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1444","2017","51680","VA",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1445","2017","51700","VA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1446","2017","51710","VA",1,1,0,1,0,0,0,1,0,0,0,2,0,1,1,2,0,0,0,0,0,0,2,0,2,2
"1447","2017","51760","VA",2,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,2,0,0,0,1,0,1,0,2,2
"1448","2017","51770","VA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1449","2017","53005","WA",2,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"1450","2017","53007","WA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1451","2017","53011","WA",2,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,0,1,1,0,0,0,2,2
"1452","2017","53015","WA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1453","2017","53027","WA",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
"1454","2017","53029","WA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1455","2017","53033","WA",10,1,1,6,0,1,1,0,2,2,0,9,0,2,9,6,5,0,1,4,0,0,6,1,10,11
"1456","2017","53035","WA",2,0,0,0,0,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"1457","2017","53053","WA",5,0,0,0,2,0,0,3,0,1,0,4,0,2,3,3,2,0,0,1,0,0,4,0,5,5
"1458","2017","53061","WA",2,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,2
"1459","2017","53063","WA",5,0,0,0,0,1,0,4,0,1,0,4,0,1,4,2,3,0,0,0,3,0,2,3,2,5
"1460","2017","53067","WA",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1461","2017","53073","WA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"1462","2017","53077","WA",3,0,0,0,0,0,0,0,3,0,1,2,0,1,2,2,0,1,0,1,0,0,2,0,3,3
"1463","2017","54003","WV",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1464","2017","54007","WV",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1465","2017","54033","WV",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1466","2017","54039","WV",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,2,0,0,0,1,0,0,1,0,2,2
"1467","2017","54049","WV",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"1468","2017","54055","WV",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,2,0,0,1,0,0,1,0,2,2
"1469","2017","54071","WV",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1470","2017","54083","WV",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1471","2017","54091","WV",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1472","2017","55003","WI",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1473","2017","55021","WI",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1474","2017","55035","WI",3,0,0,0,0,0,0,3,0,0,0,3,0,2,1,2,1,0,0,0,0,0,3,0,3,3
"1475","2017","55041","WI",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"1476","2017","55043","WI",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"1477","2017","55053","WI",2,0,0,0,0,1,0,1,0,0,0,2,0,1,1,1,1,0,0,1,0,0,1,2,0,2
"1478","2017","55061","WI",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
"1479","2017","55063","WI",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"1480","2017","55073","WI",3,0,1,0,0,0,0,2,0,0,0,3,0,1,2,3,0,0,1,0,0,0,2,0,3,3
"1481","2017","55075","WI",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1482","2017","55079","WI",5,0,0,3,0,0,0,2,0,1,0,4,0,1,4,2,3,0,0,2,1,0,2,1,4,5
"1483","2017","55087","WI",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1484","2017","55127","WI",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1485","2017","55133","WI",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1486","2017","55139","WI",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1
"1487","2017","56021","WY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1488","2018","01003","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1489","2018","01073","AL",3,0,0,1,0,0,0,2,0,0,1,2,0,0,3,1,1,1,0,1,0,0,2,0,3,3
"1490","2018","01085","AL",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1491","2018","01089","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
"1492","2018","01091","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1493","2018","01097","AL",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,2,0,0,0,0,0,0,2,0,2,2
"1494","2018","01101","AL",1,1,0,1,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,1,1,0,0,0,2,2
"1495","2018","01121","AL",2,0,0,1,0,0,0,1,0,1,0,1,0,0,2,2,0,0,0,1,0,0,1,0,2,2
"1496","2018","02020","AK",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"1497","2018","02090","AK",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
"1498","2018","02122","AK",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"1499","2018","02170","AK",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,1,0,1,0,2,2
"1500","2018","02261","AK",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
"1501","2018","02270","AK",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1502","2018","04001","AZ",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1503","2018","04003","AZ",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1504","2018","04005","AZ",3,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,2,0,0,0,0,0,3,1,2,3
"1505","2018","04012","AZ",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"1506","2018","04013","AZ",41,2,0,4,12,1,0,18,8,0,1,41,1,3,40,31,12,0,1,5,7,3,27,0,43,43
"1507","2018","04015","AZ",2,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,2,0,2
"1508","2018","04019","AZ",8,1,0,0,3,0,0,3,3,0,0,9,0,1,8,2,7,0,0,1,2,0,6,0,9,9
"1509","2018","04021","AZ",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"1510","2018","04027","AZ",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1511","2018","05005","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1512","2018","05021","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1513","2018","05027","AR",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1514","2018","05033","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1515","2018","05035","AR",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1516","2018","05047","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1517","2018","05069","AR",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1518","2018","05093","AR",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1519","2018","05107","AR",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1520","2018","05111","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1521","2018","05115","AR",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,0,1,0,0,1,0,2,2
"1522","2018","05119","AR",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,1,1,2
"1523","2018","05129","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1524","2018","05131","AR",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,2,0,2,2
"1525","2018","05143","AR",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"1526","2018","05145","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1527","2018","06001","CA",4,0,1,1,1,0,0,1,0,0,0,4,0,2,2,3,1,0,0,0,1,0,3,0,4,4
"1528","2018","06007","CA",2,1,0,0,0,0,0,3,0,0,0,3,0,1,2,2,1,0,0,2,0,0,1,1,2,3
"1529","2018","06009","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1530","2018","06013","CA",5,0,0,2,1,0,0,2,0,0,0,5,0,1,4,2,3,0,0,1,1,0,3,2,3,5
"1531","2018","06015","CA",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
"1532","2018","06017","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1533","2018","06019","CA",3,0,0,0,2,0,0,1,0,0,0,3,0,2,1,3,0,0,0,0,0,0,3,2,1,3
"1534","2018","06027","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"1535","2018","06029","CA",2,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,2,0,1,0,0,0,1,0,2,2
"1536","2018","06031","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1537","2018","06033","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"1538","2018","06037","CA",32,2,1,7,17,0,0,5,4,1,0,32,1,5,29,12,19,3,2,4,7,1,20,8,26,34
"1539","2018","06045","CA",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"1540","2018","06047","CA",2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2
"1541","2018","06055","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
"1542","2018","06059","CA",7,1,0,0,1,0,0,2,5,0,1,7,0,3,5,2,4,2,0,1,1,1,5,1,7,8
"1543","2018","06061","CA",2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,1,0,0,1,0,0,1,0,2,2
"1544","2018","06065","CA",9,0,0,0,5,0,0,0,4,0,1,8,0,0,9,6,2,1,1,3,1,0,4,0,9,9
"1545","2018","06067","CA",4,0,0,2,1,0,0,1,0,0,0,3,1,0,4,2,2,0,0,0,2,0,2,1,3,4
"1546","2018","06071","CA",7,1,0,2,2,0,0,3,1,0,0,8,0,2,6,6,2,0,0,0,2,0,6,0,8,8
"1547","2018","06073","CA",5,0,0,1,3,0,0,0,1,0,0,5,0,1,4,2,3,0,0,1,0,0,4,2,3,5
"1548","2018","06075","CA",2,0,1,0,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"1549","2018","06081","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1550","2018","06083","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"1551","2018","06085","CA",1,1,1,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,1,1,1,2
"1552","2018","06089","CA",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,1,1,0,0,1,0,0,1,0,2,2
"1553","2018","06095","CA",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
"1554","2018","06099","CA",2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,1,1,1,2
"1555","2018","06103","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"1556","2018","06107","CA",3,0,0,1,2,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,1,0,2,0,3,3
"1557","2018","06111","CA",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
"1558","2018","06115","CA",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1559","2018","08001","CO",8,1,0,0,0,0,0,6,3,0,0,8,1,0,9,6,3,0,0,3,0,1,5,0,9,9
"1560","2018","08003","CO",1,1,0,0,1,0,0,1,0,0,0,2,0,0,2,1,1,0,0,1,0,0,1,0,2,2
"1561","2018","08005","CO",7,0,0,1,2,0,0,3,1,0,0,7,0,0,7,5,2,0,0,3,1,1,2,3,4,7
"1562","2018","08013","CO",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
"1563","2018","08014","CO",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1564","2018","08031","CO",5,0,2,0,1,0,0,1,1,0,0,4,1,0,5,1,4,0,0,2,1,0,2,0,5,5
"1565","2018","08035","CO",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
